original_product_id,class_name,return_reason_text,article_type,product_id,image_filename
1053,Pants,"I thought these were gorgeous and was going to buy them although the price was a bit high. in fact, two separate women came up to me as i was walking around the store and asked where i got the pants because the colors are so vivid. however, as we were looking at the items, we noticed that both the green and the blue both had several small holes in them due to stitching quality, as the previous reviewer noted. therefore, none of us purchased the pants.

the staff at the store were very helpful",Trousers,39807,39807.jpg
1053,Pants,"I am sooooooo massively disappointed in this purchase. i thought i had found the perfect pant in this style. both more comfortable and more flattering than similar styles in the store. i wanted to wear them every day; received lots of compliments; felt that you could dress up or down; etc. this is where i have to admit that i wore them several times straight from the store before washing. on the second wear, i noticed threads coming out on the seams, but just on one side of one leg. this was irr",Trousers,39793,39793.jpg
1094,Dresses,I ordered this dress in the green color. the dress did not look like the picture. i returned the dress since it looked like something to wear to a farm barnyard dance. i returned the dress.,Dresses,57054,57054.jpg
1078,Dresses,"This dress looks great online with boots as shown. when it arrived and i tried it on, it fit great on my arms, wasn't too tight on my neck, but once it went down over my chest (36c), the dress never came back ""in"" to show my feminine waist/shape. it just looked like a big trash bag on me, very disappointing! similar to a mumu.",Dresses,2707,2707.jpg
1094,Dresses,"I loved this dress. it runs small (i'm normally a 2) so i had to get a 4. in the fitting room, the zippers got stuck a lot. i assumed it was just from the way the waist was sewn in. finally i found a dress that would zip pretty well. 

i went to put on this dress for my rehearsal dinner the night before my wedding. my fiance and i tried in vain for 20 minutes to try to zip it up... and then it broke. the part that was zipped became unzipped and the zipper had no where to go. it was awful. i co",Dresses,34115,34115.jpg
1094,Dresses,I ordered online. i sized up one size. it fit perfect. so flattering and so pretty. then i tried to take it off and the zipper stuck...badly. 30 minutes later i was sadly packing it up to ship back. the zipper is that awful.,Dresses,59970,59970.jpg
1078,Dresses,"I bought this online so didn't realize that the fabric at the bottom is very, very stiff. i was expecting something silky, or at least on the softer and more moveable side. the best description i can think of is an overly starched mens dress shirt. that being the case, it kind of juts out in weird places. the sweater part is very nice, but it is somewhat closer fitting than what it seems in the picture. the fabric bottom is too ample for the slimmer design of the sweater which just adds to the o",Dresses,59993,59993.jpg
1094,Dresses,"Loved this dress when i tried it on in the store and thought it would be perfect for a casual wedding. unfortunately, the day of the wedding the zipper split and i had to wear something else. it fit well, but was poorly made. based off other reviews, this isn't the first time this has happened with this dress! not worth the risk at all.",Dresses,43632,43632.jpg
1081,Dresses,"This is a really cute dress, just did not look flattering on me at all. i suppose i could have gone down a size, however i just did not love it. i am 5'3"" 130#, athletic build, 36dd. i read the other reviews and everyone loves this dress. here is what i did not like. there are pockets, which i cannot figure out the purpose, that lay oddly all bunched up right at the hips. due to the shape of the dress, it bunches out. on my short frame, it made me look shorter and wider. the fabric is a lightwei",Dresses,41141,41141.jpg
1078,Dresses,"This dress looks and feels cheap. the white material is stiff and does not iron nicely. the grey sweater is super thin and very cheap looking. overall, a pretty horrible dress. save your money,",Dresses,27228,27228.jpg
1078,Dresses,"I'm usually a fan of maeve, but this dress is just bad. the fabric is thin and filmy, and it stretches to sheer over your chest. the turtleneck is neither tight nor loose, it just droops in a most unfortunate way.",Dresses,48466,48466.jpg
1078,Dresses,"I wanted to like this dress, but it just did not work for a bustier frame. the fabric is quite loose, does not nip in at the waist and is not particularly clingy, so if you are well-endowed, your assets create a bit of a shelf from which the rest of the dress just hangs. as a result, the swing comes from the apex of your chest as opposed to from your hips (as on the model), and the asymmetrical hemline makes the look even more awkward. on smaller curves, this would likely be very flattering, but",Dresses,59980,59980.jpg
1094,Dresses,I have several maeve dresses that fit really well. this was not the case with this dress. fabric and color are great! fit was off especially in top. worst part was zipper that wouldn't move smoothly. took me a good 15 minutes to get it unzipped. such a bummer!,Dresses,39716,39716.jpg
1094,Dresses,"This dress is so cute! i went to the store to try it on and although i knew the dress would fit i could not get the zipper up. my mom, the sales lady and i all tried to get the zipper up and it would not move past the ribbon. i wish i could have bought this dress but i can't without a working zipper. i tried a size up and every dress at the store that was my size and none of them worked. please fix the zipper problem so i can have this dress!",Dresses,39724,39724.jpg
1094,Dresses,This dress is so cute but it's going back. the zipper is horrible and all of the other reviews are true - you'll need to size up.,Dresses,43508,43508.jpg
1081,Dresses,"I tried a size x small on in the store and i am 5'4"" 120 lbs. i had trouble getting my head through the dress, and once i did it felt so tight at the neck, as if it was chocking me. the dress color is very nice but the tight neck and odd arm holes were a no. i would not recommend this dress for those reasons.",Dresses,6872,6872.jpg
1094,Dresses,"Oh, i wanted this dress to work! i bought it in green, red and the solid blue. all ran really small. i *just* fit in a 10, when i would normally take a 6 in retailer sizes (5'8"" and 140 lbs). as with many other reviewers, i also noticed that the zipper was a huge flaw. it took a long, slow motion to get it zipped because it would get stuck on the fabric variations. such a cute style, was really bummed it didn't work. i kept ordering it in other colors thinking i would hit the jackpot, but they wer",Dresses,57047,57047.jpg
1095,Dresses,"Ref: 5'4"", 125# 27/4, 32g. i don't think this is for us shorter women. this hits you right where you don't want a vertical line to hit. it flares out at your hip and makes you look shorter than you are. the fabric is like a double gauze and very soft and the colors are beautiful but i couldn't even dream of making this work. i thought maybe with my larger bust it would create shape but it looks like i just wrapped a bunch of fabric around me! glad i tried in-store and didn't online order.",Dresses,57054,57054.jpg
495,Shorts,"I really wanted to love the shorts.  when i read that the shorts were lined, i expected them to be lined so that my underwear didn't show.  even though the shorts are lined, you can see through the fabric completely.  this was absolutely disappointing since the shorts have a lovely exterior design; pockets; and, comfortable waistline.  i'm returning the shorts as well.",Shorts,10033,10033.jpg
1006,Skirts,"I was so curious to see this skirt. it looks just like pic. really gorgeous bold pattern and a faux suede like fabric. my only problem was that i thought there was too much fabric. i love maxi skirts. i am 5&#39;8&quot; and 136 lbs. it was a bit long on me but just had too much fabric. i have slim hips but this made them look larger. skirt is almost ballroom gown like in its fullness. loved it and someone else might love it but for me, it was too much. wish it worked!",Skirts,13263,13263.jpg
1094,Dresses,"This romper fit like a dream!  it is gorgeous, unique, and sexy. i am rating this 2 stars because it took me 20 minutes to try it on!  there is no zipper and the only way to get it on and off is by buttoning and unbuttoning the small buttons on the top. nobody's got time for that!!!!  i wanted so desperately to wear it to my friend's 40th birthday party. but i imagined myself spending half the night in the restroom trying to get this romper on and off. no thank you!  i considered buying the romp",Dresses,4984,4984.jpg
963,Jackets,"Love the idea of this top, but it is so thin and the sequins look so cheap. the quality reminds me of something you would buy for $20 at a market abroad. definitely disappointed with the quality for the price. will be retuning.",Jackets,7769,7769.jpg
1094,Dresses,"I was so excited to receive this jumpsuit as it looks so elegant and i love the lattice back. as soon as it arrived i set about unbuttoning it to try it on. 10 minutes and 2 broken fingernails later i got done. when i tried it on i found that it fit everywhere except the bust which was much too tight and i am not a busty person. so back it goes. even if it had fit, i do not think i could have handled the hassle of those buttons. why they didn't design it with a hidden zipper on the side and kept",Dresses,39217,39217.jpg
1094,Dresses,"This jumpsuit is so cute and it looked amazing on. i had to return it because of the poor design. it was extremely hard to put on and take off! there are so many buttons to do and undo which are not as easy as snaps! the fabric buttons definitely make a great look to the jumpsuit but there should be a zipper on the side for easy access, or use snaps instead of the loops for the fabric buttons. what a shame of a lovely and classy design on a good quality material, but not worth it if it's difficu",Dresses,57047,57047.jpg
1094,Dresses,I agree with all of the reviews. the design and fit are wonderful if you can get it on.! the buttons are a nightmare! whoever made these clesrly sewed the loopholes on the buttons closed with no thought as how to open them or get them off. ridiculous! they need to put a side zipper on this as i will probably check into since i really want to keep it. so so so disappointing,Dresses,47656,47656.jpg
1095,Dresses,"I was really excited to get this dress, i initially ordered a small (i am a size 4) but when i tried it on, it was really tight. the bodice at the top fit strangely-i had to shorten the straps quite a bit, and the dress just looked off. i love retailer and get all of my dresses from there, and the look of the dress on line was beautiful, but just didn't fit right. i did love the lace look, and would love seeing more dresses with this design.",Dresses,45777,45777.jpg
1048,Pants,"This jumpsuit looked so great on the model, and looked so hideous on me. i'm 5'4"" and in great shape, and this jumpsuit looked absolutely ridiculous....not to mention it rode right up my backside in the worst possible way. i'm so disappointed!",Trousers,29778,29778.jpg
1076,Dresses,"For me, this looked better in the picture. i found the actual item more garish in person, and way too scratchy (on the outside) for my liking. hard pass for this petite.",Dresses,39723,39723.jpg
1100,Dresses,"I'm 5'4"", 32c and 125 lbs. i ordered the size 4p and while the color and fabric is pretty, the back and front bodice were much to low to wear a bra even if i were to shorten the straps. it was also very tight across my ribs. despite ordering a petite, the hem was much too long. i ended up returning it.",Dresses,48469,48469.jpg
1094,Dresses,"Gorgeous, but so big. i got eh pxs and it's like a mumu. i wiill return",Dresses,26935,26935.jpg
306,Pants,Wanted to love this colorful romper. the fabric was suuuuper thin and very cheap feeling and looking. no way would i wear this.,Trousers,47677,47677.jpg
1110,Dresses,"I drooled over this dress online, so couldn't pass up trying it on at my local retailer store. while i loved the unique color in person, & the drape of the skirt (good quality, fully lines), i was so disappointed with the top of this dress! it's very tight, ill-fitting, & just plain...weird. i can't imagine the fit of the top being flattering on anyone, regardless of chest size. it's a shame, because otherwise, the dress is adorable!",Dresses,48465,48465.jpg
1110,Dresses,"This dress is cuter is person than online, but it has one huge issue - there is a teeny tiny button at the neck that is held on by a thread and requires fingers the size of a two year old to get open. it fell off the minute i tried to undo it. i can't believe these other reviewers didn't have the same problem. or, maybe they put a snap there instead. too bad.",Dresses,59967,59967.jpg
964,Jackets,"I was leery of purchasing this blazer online without any reviews to read...and now i know better. the color and fabric are nice and what you would expect from the photos. the sleeves, however, ran small compared to the body. the shoulders also pulled and felt narrow compared to the torso. the body the opposite...too large and not flattering on an hourglass figure...no darts, no fitted places, nothing making it tailored to fit. open it hung wide with an unflattering silhouette. buttoned, it sprea",Jackets,25031,25031.jpg
1110,Dresses,"I love the color of this dress. it is not flattering, even though it should be. the weird panels of different materials makes it hang super funky. the lace is heavy but the silky panels aren't. so not flattering, it's just odd. and the fit is super huge, you are swimming in it in addition to a poor body drape. it could have been so cute, but was executed so poorly.",Dresses,59974,59974.jpg
1095,Dresses,"I have wanted this dress since i first tried it on in april. finally got it as a birthday gift and after looking at it closely there was makeup on the collar. i checked the instructions and it says ""cold water wash"". so i washed only the collar part by hand and every part that got water on it bled!!! looks like the popsicles are melting! i'm so sad because this dress is adorable! i'm buying another in hopes retailer will make this right by taking back the first one. should be dry clean only!",Dresses,43920,43920.jpg
1095,Dresses,"This dress is very cute and well made. unfortunately it was too short waisted for me and runs small in the bust. the arm holes were too big yet the bust small, very weird fit on me. i am six feet tall with 38c bust, maybe if you are shorter with smaller chest this dress will work for you. it has a thin lining and is not see through even though it is white fabric. i love the dress it just wasn't made for my tall figure.",Dresses,43678,43678.jpg
1095,Dresses,"I was so excited to get this classic-looking retailer dress- i love the ladylike shape and whimsical print. the popsicle print on this dress is really, truly adorable. unfortunately, the dress is cut really weird and it made me feel like screaming: i bought a size two and it was snug and gaping at the chest (and i'm only a 32b, ladies, so be warned!) at the same time, the arm holes were huge, i mean massively big. i think if you have a swimmer's body this might work. otherwise, you'll for sure nee",Dresses,57037,57037.jpg
1095,Dresses,"I love the look of this dress on model but sadly, fit didn't work out. very short waisted and tight across chest with very ample arm holes. i'm 5'8"", 155, 34c, reliably a size 10. this dress seemed at least 2 sizes off for me. my daughter, usually a size 2, could wear it except for the arm hole size (and the fact that it's 158 dollars and she's 13....going back.) btw, ""novelty print"" means ""ice cream novelty"", little popsicles with bites taken out - cute but more juvenile than i expected.",Dresses,2697,2697.jpg
1095,Dresses,"As another reviewer pointed out, although the tag inside the dress says that you can machine wash in cold water, the color around the popsicles will bleed! this is extremely disappointing. i'm hoping it can either be fixed with dye remover, or that retailer will take this item back. would only dry clean this item.",Dresses,59996,59996.jpg
1059,Pants,"I thought these pants were cute! when i put them on, they fit perfectly, and were comfortable, however i wore them for about 20 minutes and they were a completely different size, and looked awful!",Trousers,15128,15128.jpg
1035,Jeans,"I've never had a problem with pilcro jeans. i own several pairs. however, i ordered my regular size 28 (i'm 5'3, 120 pounds) and not only were these jeans thin, they had zero stretch and after 1 hour of wear stretched out horribly. they fit really loose and hung around my knees and legs which is very disappointing for a skinny jean.",Jeans,27000,27000.jpg
1078,Dresses,"Too tight in strange ways. beautiful dress i was so excited to receive it, however it just did not fit.",Dresses,43643,43643.jpg
1078,Dresses,"This was a disappointment because beautiful fabrics with interesting design are a rarity--and especially at this length! unfortunately, this is a mess in terms of proportions. if a size 2 can barely get it off, then there is a design flaw. sadly, the fit was so strange that it did not seem that simply sizing up would correct the flaws.",Dresses,57989,57989.jpg
1035,Jeans,"Pilcro jeans used to be my favorite. in the past 6 months or so, i have bought 3 new pairs, and all have been so disappointing. first of all, the quality is horrible now. in the past, they would last for years and hold up great. my last pair of stet jeans started to visibly wear out within a month. also, pilcro jeans now stink in the most disgusting toxic way. they smell horrible despite washing. what happened, pilcro?!?!?",Jeans,5804,5804.jpg
1035,Jeans,"I've purchased pilcro jeans in the past and they've held up great. unfortunately, the material used for this particular jean is a far, far cry from what it used to be. the thighs of these jeans start pilling (yes pilling!) after just a few wears. i've never had jeans do this -- whatever denim blend they are using is a complete disaster.

don't buy these -- you will be very disappointed.",Jeans,56845,56845.jpg
1094,Dresses,"I saw this dress in the store and loved everything about it. they had an extra large, i usually wear a large, and i thought it would perfect with some leggings. i tried to get the dress over my chest but no chance. my sister who wears a medium tried to put it in too and she couldn't fit it past her chest either. we flipped it inside out and couldn't find a zipper. maybe the dress in the store was mislabeled but the bust ran very small. it's too bad, it looked adorable and i was so excited to try",Dresses,34567,34567.jpg
1094,Dresses,Great fabric and color but fits like a potato sack -- so sad bc i would have loved it,Dresses,57999,57999.jpg
1094,Dresses,The dress is extremely high quality! i purchased the dress in black. the white collared shirt that the model is wearing under the dress is not part of the dress. the dress overall is like a balloon. unless you're extremely tall and skinny this dress makes you look bigger! i ordered the small petite and am 125 lbs and 5'4. i really wanted to like this dress but unfortunately it's going back:( the petite hits 3 inches above the knee for reference.,Dresses,32576,32576.jpg
1020,Skirts,"This a great skirt for someone with a straight or boyish figure. this skirt does not accommodate a curvy figure - small waist, feminine hips.",Skirts,8494,8494.jpg
1020,Skirts,"I loved this skirt when i tried it on. the material is soft with a bit of stretch. i'd say this runs a little large. for reference, i'm usually a size 2/4 in retailer and the 2 was still a little large towards the end of the day as it stretched out. 

however, my disappointment was with the buttons.i wore it for a day when all of a sudden the top button popped off. fine, that button is the most used. i sewed it back on myself and even reinforced the top three buttons that i use to take on and of",Skirts,31454,31454.jpg
1082,Dresses,"The dresss is much shorter than described. very see thru, though guess you can tell from picture. expected more for the price.",Dresses,59981,59981.jpg
1058,Pants,"I was so excited about these pants but they were a total disappointment in person. the fabric is a rough gauzy texture. the bottom has a big hem that weighs down the pants and makes them hang funny like you are walking on stilts or something, they do not hang or move well on the body. also, they are very long but small in the waist and have a high crotch so the fit is pretty off. sadly, these are going back.",Trousers,14691,14691.jpg
1095,Dresses,"I found that this dress ran very small. i am true 8, ordered a 10 and it was snug",Dresses,34588,34588.jpg
965,Jackets,"I didn't receive a jacket. i received a very expensive cardigan sweater with no structural qualities to it. jackets have some structure to them. for example they might nip in at the waist a bit. this cardigan doesn't do that. it hangs in a very boxy shape. the quality is great. very light weight and i really love the little pockets and details, but i don't need/want another cardigan. 

i'm 5'5"", 118 lbs and got a small. the small seemed big, but i think it would have fit fine if it had more st",Jackets,14702,14702.jpg
1059,Pants,"Loved these in store when i tried them on but was in between sizes so i ordered them in the larger size. boy do i regret that! these stretch out so much i have to wear a belt with them and it gives me this saggy bunchy front when i sit...not attractive. wish i could return them, but i took the tag off and wore them not knowing this before hand!! if in between sizes definitely size down.",Trousers,27186,27186.jpg
1059,Pants,I love these pants. bought them in both black and burgundy. but the burgundy pair split in the butt before i even made it to work in the morning. they weren't even tight. so disappointing. i will be returning them.,Trousers,22369,22369.jpg
975,Jackets,"1. i like a shorter jacket, but this one was poorly made and poorly fit.

2. the sleeves were way too tight. i'm a size 10 or 12, and the large which would be a 14 had tight sleeves that wrinkled up my arms, and the hem of the sleeve turned inside out.

3. i ordered both a medium (size 10) and a large (size 14) , and neither hung right. the m too tight, and the large too loose in the body and too tight in the sleeves.

4. very polyester with lots of static.

5. cute idea, but not very good in pe",Jackets,20793,20793.jpg
1111,Dresses,"I had high hopes for this dress but my husband said i looked pregnant and that i was wearing a tablecloth- and he was right! i'm usually a size 10 so perhaps this would look good on a talk lanky person with a very long torso... but probably not. way too much fabric around the midsection. it's a shame because the fabric was really pretty, but too stiff a hand to drape well.",Dresses,32576,32576.jpg
974,Jackets,"When i saw this jacket in store, i fell in love with it. the colors with the quilting and gold studs are gorgeous. i am 5'3"" 130# 36dd with petite frame. i tried a m on in store and the sleeves were super long and wide. the s was too small across chest and hung open oddly. the jacket is a nice heavy weight and great quality. i ordered a petite m and it was no better. i literally looked like a big marshmallow...a linebacker! the sleeves were so unflattering where it looked like i was wearing pvc",Jackets,16190,16190.jpg
974,Jackets,"This jacket looks like such the statement piece online with the soft focus lens, but in reality...meh. i think the pattern is gorgeous and would have worked without the studs. and the studs are unique and would have worked on a simple solid color. but put them together and you have the unwanted love child of a laura ashley bag and a marching band jacket. to me, it all felt more cloying than clever.

the quilted fabric and boxy cut of the jacket also makes it unwieldy and uncomfortable. since i",Jackets,6884,6884.jpg
1080,Dresses,"I've had a lot of misses from retailer lately. i've loved this dress since i first saw it in the spring/summer releases and gave it a try when it went on sale. when it arrived i literally lol. it's an ill fitting nightgown. the size small was a tent on me and it's so flimsy and sheer it probably shouldn't be worn in public. there's a short sheer slip that comes with it but unfortunately doesn't do much. pass, ladies.",Dresses,12830,12830.jpg
1078,Dresses,"No, no, no...i don't know if it was the way it got flattened out in the packaging, or what, but it sticks out like a tent from the hips down. i'm 5'7"", about 145, 32c, usually wear a 6 or 8 in dresses. this thing barely buttoned over my bust, and then flares out to a tent-like triangular shape at the bottom. i don't think it would come out by washing and ironing it; i'm afraid it was just cut poorly. i looked like a sad prisoner in stripes, unfortunately. i bought three different dresses in the",Dresses,57040,57040.jpg
1030,Jeans,"I ordered these jeans twice because i love them. the first pair were mis-marked by about 4 sizes so i re-ordered. second pair still didn't fit, they run really small, i would probably need one maybe two sizes larger than normal to achieve the fit and feel of the other skinny jeans in my closet:(",Jeans,37200,37200.jpg
1078,Dresses,"The dress has a partially sewn-in slip, which really didn't work for me. no matter how much adjusting i did i couldn't get the slip and dress to sit properly.

i ordered a medium, and if it hadn't been for the slip, the fit would have been good. the length was as pictured. for reference i am 5'5 145lbs, 38-30-40, 34ddd.",Dresses,25972,25972.jpg
993,Skirts,"Even following the care label exactly, it shrunk ~3 inches in the length and overall in the diameter. i had to return this since i am tall and it looked more like a work-inappropriate mini after the first wash.",Skirts,34492,34492.jpg
1082,Dresses,"Too thin at bottom where lace is.  couldn't sit in the dress without worrying i was ""hanging out""",Dresses,34061,34061.jpg
1087,Dresses,"I really loved the idea of this dress and thought it may be perfect for work with a pair of wedges. but, the first thing that set me off was the color and the material. the color is more street sign yellow than a soft, warm yellow. the fabric is a thin, sheet like fabric that makes the yellow look even cheaper. i was anticipating a thicker shirt-like fabric. when i tried it on, i liked the idea, but the material and the color made me feel like i was wearing costume...or a parachute. i will defin",Dresses,57996,57996.jpg
1087,Dresses,"I wanted to love this dress. the cut, fit and color are adorable. unfortunately the fabric is super thin. due to the material type it can be clingy in a manner that requires the anti-static spray your mom used to use in the 80s. i was on the fence of keeping it, but if there is so much as a wrinkle in your panty-line the whole world will see it. i would hate to have to wear a slip with this due to static issue. i am most likely going to return it; even at 15% off, it is over-priced for the cheap",Dresses,58490,58490.jpg
1077,Dresses,"I found this dress to be very short waisted, much closer to an empire waist than shown in the picture. it was also an inch or two longer in the skirt than other maxi dresses i've gotten from retailer. it really could have used those inches above the waist. just a strange fit overall.",Dresses,41786,41786.jpg
1077,Dresses,"I love this dress as far as the fit goes. it makes my curvy figure loook even better with how it's cut. that being said the different patterns over each boob made the dress look crazy. it makes you look quite lopsided in the chest. wasn't just me, but my store people also agreed. had the pattern on the chest been the same it would be great, but even though my boobs are of ""mostly"" equal size, they looked too crazy. it's quite noticeable on. so sad:(",Dresses,57061,57061.jpg
976,Jackets,"I wanted to love this, but instead of being a flowy kimono top as pictured- it was a thick blazer type garment. not at all what is pictured here unfortunately. also it was much shorter than pictured and i am only 5'4''. 

love most retailer styles, but this one was a miss and a return.",Jackets,15464,15464.jpg
1094,Dresses,"Love the shape and flow of this dress. but i was sent a dirty stained dress so this is going back.

would not recommend",Dresses,35434,35434.jpg
1101,Dresses,"When you look at the online pictures of the navy colored dress, the stripes are diagonal. however, that is not the case with the dress in person. the stripes are all horizontal and not that flattering. such a bummer because i love maeve dresses and thought this would be a great addition to my summer dress rotation. alas, not very flattering, so back it goes.",Dresses,27219,27219.jpg
985,Jackets,"I really loved this vest online and decided to try it on in store. it was really cute on and fit nicely so i purchased it (in my normal size) and took it on a vacation. first time wearing it and the color transferred all over my white shirt even though it says it is pre-washed. i am very disappointed considering how expensive this was. overall, it is very cute but it may ruin your clothes so beware!",Jackets,17911,17911.jpg
1110,Dresses,"According to the label, this dress can be hand washed or dry cleaned. i hand washed and line dried per the instructions on the label, and all the seams have completely shrunk and gathered. it looks like there's a drawstring running through every seam. so disappointed in the quality and the labeling. awful! i gave it one extra star because it's cute.",Dresses,52131,52131.jpg
1081,Dresses,"Fell in love with this dress when i saw it online and ordered it right away. however i was sadly disappointed once it arrived. while the cut is cute, the fabric is just all wrong. i was expecting a nice, heavy knit-like material, but this feels and looks really cheap - especially given the price of the dress. sadly it is going back.",Dresses,59985,59985.jpg
1087,Dresses,"Again, nope. looks chic on the model, looked like a floor-length flannel nightgown on me. if you'd put a bonnet on me and stuck a candlestick in my hand, i could double for ebenezer scrooge in ""a christmas carol."" i believe the word i used to describe it when i tried it on was ""shmata"" (yiddish for ""rags). it looked like i was wearing a rag. the ruching didn't do anything to flatter my figure, the knit did not seem terribly warm for a sweater (felt more like rayon or nylon jersey than a knit swe",Dresses,43633,43633.jpg
1110,Dresses,"Here's an example of lowering a hemline and slapping the term 'petite' on it. too much fabric, was bulky, and ran too small. the fabric was thin and pulled awkwardly over the bust. returned..",Dresses,41570,41570.jpg
1110,Dresses,"Soooo disappointed in this dress. the colors are beautiful for fall. the fabric feels luxe. the slip fits perfectly. the dress however is a hot mess. it is easily two times more fabric than needed to create a flow-y aline dress. huge everywhere. under the arms, and waist and hips. it's just an enormous tent. i am 5'8"", 128 lbs. i ordered my usual size small. i looked shapeless in this. i can't think of any body type it would flatter. potentially, women quite far along in their pregnancy.",Dresses,43512,43512.jpg
1080,Dresses,"Love the color and overall design of this dress...but it's just going to have to go back. the view from the direct front and back are nice, but froth side the high waist and secure back make me look pregnant. not the look i'm going for especially at this price.

the other oddity is that the white circle design is unfortunately placed! in the back it's all i see which is 'right' on a bulls-eye and the same on the front. i don't know how the designer missed this! it's the only white design on th",Dresses,59896,59896.jpg
1111,Dresses,"The color of this dress is gorgeous and i really wanted to love it. but, it was awful. i am 5'9'' and the length was fine. the problem is the lack of shape which made me look 50 - 100 lbs heavier than i am. it would make a great maternity dress since that is what it already looks like.",Dresses,32577,32577.jpg
1110,Dresses,"Awful color, horribly wrinkled and just a mess...so disappointed",Dresses,43667,43667.jpg
1059,Pants,"These are horrible pants!!! they run small in the thigh and butt like other cartonnier crops. look great at first....after a few hours of wear the stretch out everywhere!!! absolutely terrible! i have several pairs of cartonnier crops that are my ""go to"" pants, but these are not worth even the sale price! i'd give them no stars if i could!! this fabric is very different from my other printed pairs. if u must try them, size down and suffer through the first few ""tight"" hours! trust me...they will",Trousers,27614,27614.jpg
1092,Dresses,"I loved the idea of this dress and was hoping it would be worth the astronomical price tag for what really is a cotton jersey dress. unfortunately, this dress missed the mark. in the pictures this dress looks like the fabrics are navy blue and some sort of white. well, it is not white or whitish at all but baby pink! bright baby pink! even the light pattern on the navy background is actually pink. huge disappointment. my other issue is with the length of this dress. the description says that the",Dresses,59978,59978.jpg
1082,Dresses,"The dress is not the beautiful color in the picture...it is a very yellowish cream. the fabric is thick and does not
hang pretty. very disappointed. had to return it.",Dresses,57988,57988.jpg
1082,Dresses,"The dress is really frumpy standing up. something about the bottom tier of lace just turns it into a frumpy maw-maw nightgown. the lace is really pretty, though",Dresses,59909,59909.jpg
973,Jackets,"Even at a very deep discount, this piece is definitely not worth the money. the picture made me think this jacket had a longer curved velvet hem as part of its design (which would be cool)--which is largely what attracted me to it, but as i discovered when it arrived, that was actually part of the shirt worn beneath in the photo. so this image is rather misleading. the actual jacket is very thin--more like a shirt with an open front than a jacket. the pockets are just loosely tacked inside. for",Jackets,15965,15965.jpg
1016,Skirts,"Had high hopes for this seemingly cute skirt to use as a basic in my spring and summer outfits. however, that was not the case. this skirt is not lined and the material is so so. basically, for the price, i was underwhelmed and will return it.",Skirts,57088,57088.jpg
1080,Dresses,"I was so excited for this dress to arrive, but when it did, it was a major disappointment. there is no lining on the skirt portion of the dress leaving it sheer. also, the top part along the chest puckered in a weird unflattering way. the colors were beautiful, but not enough to to make up for the other design flaws. i am 5'6"" 140lb and the small fit tts. will be sending it back",Dresses,43646,43646.jpg
1020,Skirts,"I really loved this skirt on the model, but it just wasn't flattering when i received my order. i ordered two sizes - 2 and 4. i am 5'4, athletic build and the front closure made my waist look much larger than it is. the back of the skirt also flared out more than i expected it to. 

sadly, i had to return both. perhaps this would look better on someone with a much taller frame.",Skirts,30923,30923.jpg
1033,Jeans,I ordered these a size up because i'd just had a baby and knew i needed a bigger size. my pre-pre baby size (chubby phase) were size 8/29. these fit like a size 4. way too small. very disappointed!,Jeans,18180,18180.jpg
1078,Dresses,"I love the color patterns and fabric.  it has full lining!  my biggest problem with the dress is the swing style - makes it more like a maternity dress and so unflattering?  a straight (shift) style would have been much better.  dress runs large, however the arm/shoulder area is tight.",Dresses,52155,52155.jpg
1078,Dresses,It is a beautiful top but runs huge!!! i followed other reviews and ordered a size down hoping it would work but it was totally unflattering! i wanted so bad to love it but there was no way i could keep it!!,Dresses,59979,59979.jpg
1078,Dresses,"Based on the other reviews, i sized down from my usual 6p to a 2p, but this dress was still ridiculously huge and extremely unflattering. i could tell the minute i took it out of the package it wouldn't work. i can't imagine this would flatter very many people. the front photo of the model is incredibly deceptive. very disappointed--this will be going back for sure.",Dresses,8479,8479.jpg
1083,Dresses,"I never leave reviews for anything but this dress was such a complete miss. first off, it's about 3 sizes too big. second off, it's knitted with a metallic thread that you can't really notice in the picture. i'm usually a medium and feel an xs would be sufficient.",Dresses,47676,47676.jpg
975,Jackets,I ordered this online and was disappointed when it arrived. it didn't look quite like it does in the photos online. it also runs small. i returned it because i did not feel it was worth the high price.,Jackets,19333,19333.jpg
1085,Dresses,Only one sleeve is folded twice and sewed. meh.,Dresses,52123,52123.jpg
977,Jackets,Does not look like the picture. lined with a cheap denim fabric inside that shows when arms are rolled up. i normally always fit in mediums and this jacket is so small in the arms as well as body that it fit like a xs.,Jackets,5559,5559.jpg
986,Jackets,"This fell apart after wearing it once. for the price, it should hold up better. it's too delicate.",Jackets,57066,57066.jpg
1111,Dresses,"Very disappointed. ordered two sizes, the fraying of the embroidery was so bad on one of the dresses i wouldn't have worn it and the zipper was sticking. the second dress had fraying and loose threads as well and the seams at the shoulders were not properly sewn which made the lace at the neckline completely crooked. some of these issues would maybe be acceptable if the dress was under $100 but at $228 they are not. returning both sizes.",Dresses,48484,48484.jpg
986,Jackets,"A good part of my closet is filled with retailer clothes. i mix them with my basics, scarves and jewelry. so, i immediately thought of a dozen ways this kimono could jazz up anything from skinny jeans to slip dresses, even though i felt it was pretty pricey. when it arrived, i was more than disappointed in the cheapness of the fabric. it does nothing for any of my intended clothes, so it is going back asap.",Jackets,18518,18518.jpg
